Label:,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158
49.[B50] WT PRR5,1.590229969,1.991228902,2.319492961,2.503183324,2.586560974,2.558900489,2.446631099,2.290130429,2.058728882,1.859427716,1.755457294,1.690727565,1.637030484,1.635920989,1.707128581,1.801996052,1.94349395,2.063398696,2.09187779,2.10303128,2.059266739,1.966293039,1.901333516,1.887378662,1.871278314,1.841884644,1.86644964,1.955608768,2.086409591,2.201419614,2.232724914,2.231137711,2.205625139,2.13282167,2.054801876,1.983903364,1.934394706,1.918879826,1.900902918,1.937297544,2.04021337,2.110882155,2.158030208,2.178460782,2.157936015,2.115282957,2.070994916,2.030286233,1.995050023,1.987989994,2.008702629,2.053203163,2.126013969,2.22137659,2.27464718,2.265678464,2.264888523,2.221908994,2.148985137,2.104553276,2.081463859,2.041221815,1.994301097,1.988298264,2.016196943,2.068824282,2.126508326,2.153313448,2.12601967,2.083678123,2.052593016,1.992938785,1.958410952,1.943879945,1.905765113,1.881409336,1.883802147,1.915842317,1.978288537,2.045816066
50.[B51] WT PRR5,0.11236125,0.50988025,0.892239076,1.152914822,1.297774181,1.316549352,1.192895942,0.985995458,0.72671375,0.500965533,0.375670212,0.32595132,0.315906608,0.310297742,0.34798801,0.479772348,0.594046321,0.667696783,0.705395679,0.688560798,0.605077334,0.532223048,0.467676339,0.395954043,0.378286995,0.413541747,0.48044973,0.565171377,0.649571548,0.679095338,0.644937401,0.572092131,0.500239437,0.461741213,0.418610223,0.391359967,0.418924535,0.471658629,0.523563536,0.619515471,0.724662187,0.730600965,0.735185595,0.703608935,0.629434988,0.571919432,0.510712679,0.488099526,0.509946555,0.551738136,0.619485712,0.707242809,0.790147947,0.837081652,0.828614444,0.773788045,0.719741441,0.676311087,0.619719263,0.578927933,0.569113263,0.584223024,0.625683628,0.706853766,0.750632878,0.73247054,0.690061944,0.656156685,0.605958496,0.563570978,0.535508954,0.507067206,0.53450842,0.573773324,0.612118645,0.675344709,0.731120629,0.749282942,0.718012857,0.662329023
51.[B52] WT PRR5,1.359591989,1.741525864,2.053406998,2.244503311,2.351011995,2.323308812,2.165629418,1.958987444,1.792770216,1.630424413,1.51734777,1.486396937,1.462375347,1.483729732,1.57906532,1.719553502,1.843869906,1.948464306,1.993332916,1.945141526,1.853561009,1.793075131,1.7637913,1.742755555,1.756135806,1.763768374,1.801693538,1.907645126,1.993940646,2.039767695,2.06264055,2.066266761,2.019256966,1.945397301,1.877487258,1.841815141,1.857428698,1.874387723,1.887116051,1.933742482,2.009538843,2.067050686,2.075837927,2.042349294,1.992762243,1.954255088,1.916265788,1.870021379,1.876245546,1.885809295,1.877987753,1.899531803,1.96362869,2.022392428,2.044271783,2.031120213,1.972559986,1.916925942,1.87687711,1.826234004,1.809065892,1.809874204,1.808015506,1.821644183,1.877224682,1.928644454,1.934847962,1.906182869,1.861397261,1.816977675,1.777903571,1.745274037,1.740457801,1.742136917,1.738049298,1.755777152,1.803650039,1.839440028,1.842592592,1.843556728
52.[B53] WT PRR5,1.497019757,1.898980167,2.30561298,2.618274018,2.794869868,2.858481125,2.823391129,2.656777033,2.435136696,2.271303679,2.129983721,2.025845919,1.963637782,1.929782284,1.947155359,2.007617629,2.114234398,2.257370083,2.332204971,2.328727313,2.289283087,2.249911501,2.223046187,2.189598351,2.144578155,2.113589038,2.106596375,2.152811,2.241832731,2.305730151,2.336035591,2.334739559,2.311509757,2.285061988,2.24588092,2.208448394,2.193069025,2.190723172,2.187911124,2.210009084,2.284509091,2.381147279,2.443124987,2.45257321,2.434139871,2.413146811,2.368274293,2.319549645,2.312604397,2.324681978,2.31627897,2.299227684,2.32484654,2.394778827,2.433065745,2.423979286,2.420891573,2.39026459,2.331380202,2.26892276,2.225135947,2.20905677,2.200778741,2.202584241,2.243534309,2.278571129,2.302451267,2.319229189,2.304778516,2.270230258,2.232930708,2.198817451,2.163712992,2.143295342,2.139862161,2.152846209,2.191988848,2.22137993,2.24428757,2.27401857
53.[B54] WT PRR5,0.406614242,0.76552132,1.115886704,1.357296169,1.478351376,1.496648216,1.413359509,1.266033972,1.071886197,0.853432839,0.664770652,0.559467118,0.531734415,0.528054214,0.514167644,0.594575507,0.725728828,0.806098182,0.868061772,0.896945598,0.86937707,0.799723588,0.750522853,0.724026576,0.710669974,0.714201088,0.742870676,0.811887436,0.917363832,1.018888594,1.050942658,1.03537705,0.999273342,0.933922242,0.865018679,0.836768699,0.835255492,0.797336462,0.78714675,0.833652597,0.9193883,1.013961361,1.072695778,1.075380629,1.043749485,1.022533808,0.984692784,0.920338627,0.862073827,0.852652348,0.871700488,0.897767187,0.93094348,0.975361891,1.024578045,1.057425953,1.047739977,0.988861315,0.917743387,0.860373588,0.818423986,0.812968075,0.806611677,0.800798438,0.85655356,0.931643166,0.979273801,0.99247209,0.992115705,0.950262327,0.889358208,0.845403984,0.810534644,0.786773216,0.777845884,0.793438748,0.847943457,0.908830155,0.964375162,1.011129783
54.[B55] WT PRR5,1.130438103,1.456349239,1.795623418,2.113459694,2.298744926,2.305394972,2.175949801,1.944800172,1.729010139,1.58300802,1.471462603,1.3600568,1.301605021,1.281868548,1.301310605,1.438165746,1.603484196,1.719927287,1.772930205,1.778315296,1.726065546,1.643541594,1.566747121,1.522148975,1.533118485,1.562423901,1.614832569,1.723801487,1.854500992,1.933078066,1.946580767,1.91939628,1.863158143,1.827468938,1.806261194,1.776334479,1.756358578,1.789117865,1.842502875,1.912905587,2.033847291,2.136492066,2.146067822,2.087846731,2.039238476,1.998856132,1.948419184,1.899494455,1.878756756,1.891192277,1.921560604,1.960979672,2.002740072,2.034892361,2.047131319,1.992711871,1.896993144,1.848334749,1.814264146,1.770206466,1.729649686,1.723515933,1.759747211,1.807221816,1.85186376,1.881192505,1.854436246,1.785593451,1.710305017,1.639896277,1.56247039,1.521415468,1.483728196,1.451530607,1.48927262,1.543064815,1.565119729,1.552848408,1.515176427,1.427824036
55.[B56] WT PRR5,0.564062688,0.934915733,1.250146938,1.434491856,1.469016209,1.400033314,1.234975881,1.01060953,0.826304489,0.647900572,0.52012651,0.486143794,0.459000119,0.483068475,0.571581499,0.683532453,0.800997607,0.872237088,0.876488013,0.834439569,0.762286912,0.717850516,0.688826266,0.617430927,0.613241101,0.658973433,0.725907463,0.85342162,0.948934,1.010791813,1.069756805,1.090825528,1.086154048,1.05180504,0.986426921,0.933548997,0.903395514,0.882639626,0.875554637,0.935482426,1.040775256,1.136942354,1.188885413,1.207352767,1.180045548,1.124162873,1.088287065,1.050374973,1.030044524,1.024747326,0.988505666,1.007420649,1.098527736,1.188756736,1.199487784,1.181734099,1.139429303,1.057894203,1.005762183,0.947367321,0.883836499,0.856386973,0.833259792,0.831435441,0.869996985,0.936114694,1.000666179,1.028731287,1.003681512,0.937379021,0.851936821,0.776009385,0.719232361,0.663220138,0.613176459,0.618780931,0.686548908,0.725714682,0.779236819,0.816628936
56.[B57] WT PRR5,1.10268499,1.456471851,1.793552244,2.036539276,2.167338554,2.141498661,1.990850981,1.823388859,1.589285203,1.383462583,1.268790825,1.198019334,1.166531474,1.166779972,1.226297786,1.360791979,1.497817772,1.580559585,1.595331882,1.560185557,1.501185165,1.434812181,1.373672211,1.319081448,1.278261102,1.308936772,1.415824503,1.544071694,1.639579366,1.713283977,1.715398091,1.66863471,1.622745019,1.542622409,1.50691395,1.485284483,1.451184261,1.501269456,1.580855646,1.672659755,1.768816029,1.822528121,1.803310967,1.716431548,1.630228206,1.602941735,1.566562141,1.517786375,1.478315155,1.472558702,1.52955037,1.631336478,1.704312752,1.71430221,1.703243367,1.631213376,1.564239626,1.527043381,1.454689808,1.410211255,1.410177836,1.433731475,1.478052755,1.573142984,1.642687366,1.671487198,1.668399494,1.578044962,1.522354528,1.495807012,1.455829036,1.458161961,1.472688441,1.476487432,1.514844526,1.62237137,1.655606009,1.63209629,1.582904581,1.498845476
57.[B58] WT TOC1,0.409163077,0.414144648,0.449973328,0.530654344,0.667204869,0.845225321,0.94652186,0.908340538,0.785192254,0.685151832,0.643680397,0.608660169,0.579054536,0.570901274,0.567347011,0.602376119,0.70342689,0.834663561,0.917972394,0.915932759,0.852656685,0.768512714,0.702672375,0.675531475,0.650901801,0.643869398,0.662534661,0.700656123,0.797894179,0.9184629,0.978481841,0.947185371,0.886406273,0.812125282,0.752278916,0.719383958,0.702430527,0.705931456,0.72084151,0.767186054,0.858624175,0.947145907,0.969143382,0.922867334,0.854807456,0.804479992,0.761249119,0.735262854,0.722414316,0.713681099,0.727756032,0.781736394,0.860911763,0.917391961,0.904033887,0.831940227,0.760007576,0.717024249,0.687306693,0.655228309,0.642909779,0.641388331,0.66049079,0.732357828,0.799115992,0.823339311,0.794528435,0.726162817,0.656863664,0.61669226,0.590390697,0.566223566,0.560322646,0.557565007,0.583903959,0.643531969,0.697298017,0.707937916,0.672840277,0.616911851
58.[B59] WT TOC1,0.26542268,0.249398928,0.243949988,0.27603734,0.363608853,0.513646017,0.667159509,0.714259546,0.636188372,0.511457693,0.419810129,0.381163776,0.361857931,0.33529298,0.30887134,0.311625491,0.365688422,0.474803575,0.60125927,0.673462791,0.638826918,0.552594708,0.466131968,0.398846797,0.354027422,0.340638705,0.331601381,0.328612326,0.369229216,0.470158759,0.587731599,0.65842597,0.643467617,0.557239358,0.459403108,0.401676604,0.375630106,0.337273722,0.319495153,0.329467343,0.387472165,0.507726555,0.618372638,0.663163122,0.621644454,0.524569702,0.443179455,0.38956441,0.356808401,0.340422274,0.340966936,0.362488653,0.426394795,0.530671077,0.622784593,0.63029545,0.5749861,0.498730797,0.42236419,0.360106931,0.322862225,0.305641299,0.299799829,0.315278917,0.382683017,0.487016004,0.569797345,0.574138677,0.506668115,0.43222012,0.380089783,0.336841695,0.318897422,0.310409944,0.314271345,0.351267802,0.422503632,0.510304169,0.571918025,0.566615169
59.[B60] WT TOC1,0.221921968,0.226260913,0.241999965,0.29231633,0.400804184,0.555078487,0.667953472,0.660714903,0.539881979,0.409724653,0.336410929,0.297885544,0.255592621,0.231637802,0.226064315,0.243341141,0.311645753,0.452795902,0.593532003,0.635819943,0.569943487,0.474421546,0.39070381,0.338901591,0.302207383,0.266153606,0.267032846,0.290489165,0.365891636,0.501817872,0.605608361,0.621753514,0.566506165,0.486300223,0.412334925,0.352324472,0.311534182,0.291774306,0.293577818,0.328608861,0.423289799,0.559302201,0.668361273,0.683138825,0.605184422,0.499755687,0.42642304,0.383860379,0.353340037,0.336233251,0.340226576,0.374410328,0.466969587,0.575153097,0.637152278,0.62138513,0.538687762,0.447106571,0.378574894,0.325583804,0.278181389,0.256982154,0.258249996,0.294371327,0.40130068,0.503786195,0.551086425,0.525689559,0.439350732,0.357153168,0.296233984,0.255106968,0.232762048,0.2188873,0.221136946,0.272149837,0.379911488,0.4841231,0.527962167,0.497768037
60.[B61] WT TOC1,0.452324816,0.450898876,0.454414253,0.4841629,0.551119684,0.67137438,0.846266343,0.949140264,0.923432603,0.817248309,0.721882513,0.657798046,0.611371174,0.575631713,0.565020938,0.559932847,0.572532954,0.641826028,0.776899865,0.909846563,0.97393301,0.94500992,0.847562402,0.749445818,0.681867888,0.633498514,0.607242336,0.598358918,0.609590433,0.658450477,0.762974208,0.896458088,0.989740748,0.979566858,0.894770903,0.789610866,0.71099784,0.674850989,0.647145856,0.624287224,0.622664962,0.657274661,0.748104246,0.865162598,0.949923509,0.957514395,0.883478698,0.793544425,0.737756625,0.682675092,0.638483216,0.611857181,0.600236796,0.613878751,0.683772094,0.79998357,0.904357469,0.931642153,0.886373045,0.805050712,0.725519876,0.669509405,0.626663946,0.598581661,0.594577106,0.596914074,0.654041861,0.765130465,0.856577493,0.891781706,0.845749512,0.74688897,0.661743537,0.591479192,0.549145919,0.528198662,0.500318374,0.504192541,0.562987341,0.661515492
61.[B62] WT TOC1,0.177991847,0.168816987,0.166344531,0.193137853,0.253563478,0.359444113,0.516501898,0.61971355,0.611750256,0.5158857,0.399899165,0.307964357,0.257980439,0.242401971,0.224708821,0.199289105,0.187644948,0.215152439,0.307287175,0.4350621,0.521920768,0.527588677,0.461626283,0.371527765,0.312271667,0.272837568,0.239482579,0.216671559,0.207360901,0.213952743,0.248939766,0.330204845,0.428673763,0.491182028,0.479368631,0.414404476,0.33902506,0.28808937,0.26691248,0.240119378,0.215993791,0.222317832,0.244431471,0.30096017,0.393419069,0.480077599,0.515357305,0.490826008,0.429494704,0.364140885,0.323791759,0.307797402,0.291910091,0.27355881,0.265574749,0.287695116,0.352193381,0.428996604,0.475180074,0.46544256,0.420272877,0.36929489,0.327653943,0.28950234,0.258902463,0.238229842,0.228668864,0.239604441,0.279212314,0.34157762,0.402899575,0.438806398,0.427007616,0.371942263,0.326866199,0.297642475,0.277150655,0.267257527,0.255034058,0.244474338
62.[B63] WT TOC1,0.472771318,0.472215836,0.47982476,0.519194792,0.605053693,0.747794702,0.912364637,0.993841279,0.938093698,0.817775222,0.727675142,0.674345451,0.63118001,0.594317073,0.579017559,0.594817339,0.630404665,0.723802945,0.855421104,0.938133653,0.952216289,0.894104103,0.797537964,0.719221143,0.68460329,0.67449132,0.668440035,0.6670862,0.691714783,0.766895448,0.870446749,0.94840233,0.957128773,0.888628061,0.794863427,0.727982446,0.689288015,0.655173066,0.641551794,0.650139889,0.671205665,0.761418127,0.866043141,0.923347215,0.920146342,0.857005832,0.783712775,0.727425952,0.688676594,0.676465234,0.669184408,0.660378683,0.681245059,0.767886179,0.853353539,0.889666123,0.867447324,0.799626705,0.72692147,0.677120586,0.650637501,0.633759209,0.629665645,0.626730184,0.645255396,0.717826289,0.804939116,0.849945656,0.825940215,0.753032103,0.68247628,0.637495733,0.614568089,0.600954104,0.593312959,0.603109548,0.636637891,0.697296462,0.774317415,0.798953597
63.[B64] WT TOC1,0.145853256,0.126662002,0.126797369,0.176940721,0.269060556,0.39809156,0.523445499,0.569402337,0.508830322,0.400521119,0.306495787,0.243962695,0.213137834,0.200866256,0.195952864,0.201106451,0.235213278,0.316450565,0.432321733,0.52661181,0.524273413,0.443988173,0.353955634,0.303580437,0.276159227,0.247512046,0.218078516,0.211385778,0.245747415,0.317545275,0.408550556,0.483841438,0.492298417,0.443936179,0.375944402,0.316168316,0.268259846,0.239225109,0.222485163,0.213642314,0.241141544,0.298982163,0.381601194,0.464507835,0.471019766,0.426127377,0.366858614,0.307937164,0.265703343,0.242681526,0.232599645,0.233088394,0.255680169,0.307986477,0.37911394,0.436271632,0.439485413,0.393213786,0.333776236,0.291747788,0.261658667,0.240822077,0.22815555,0.226132083,0.243524166,0.283575972,0.344563667,0.405454865,0.423382064,0.395954818,0.345636551,0.299782986,0.273409705,0.257722928,0.243392052,0.23317436,0.243331936,0.289131273,0.348772342,0.390127084
64.[B65] WT TOC1,0.271821555,0.256834131,0.243584081,0.248676569,0.309908938,0.444276765,0.605343026,0.698990769,0.669496426,0.547560408,0.427703323,0.363380958,0.337492147,0.315413622,0.28890418,0.281460542,0.309951454,0.390534935,0.51103188,0.602172369,0.62545305,0.574346822,0.479932746,0.400467194,0.349800035,0.318834585,0.302599794,0.3064719,0.324808165,0.386968195,0.495718359,0.59269225,0.610378958,0.552911981,0.474465024,0.422984451,0.391442189,0.370461928,0.355003303,0.348480624,0.368434707,0.439225286,0.541451327,0.618435101,0.621882873,0.569435809,0.503227362,0.449158146,0.405563428,0.371343835,0.348830306,0.346855768,0.377659178,0.444504375,0.525267637,0.576736868,0.565153585,0.504872082,0.447948729,0.412852312,0.385118735,0.357572651,0.34865473,0.351126887,0.365765748,0.419397748,0.488207233,0.523367644,0.503925842,0.452900811,0.398944813,0.36044404,0.335062282,0.312395292,0.298963656,0.30085929,0.333011448,0.396766288,0.455319086,0.483474697
